@RELATION sys_attack
@ATTRIBUTE POS_ONE REAL
@ATTRIBUTE POS_TWO REAL
@ATTRIBUTE POS_THREE REAL
@ATTRIBUTE class {attack, normal}
@DATA
3,4,265,attack
4,265,3,attack
265,3,78,attack
3,78,168,attack
78,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,146,attack
168,146,146,attack
146,146,265,attack
146,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,146,attack
168,146,3,attack
146,3,78,attack
3,78,168,attack
78,168,265,attack
168,265,3,attack
265,3,265,attack
3,265,265,attack
265,265,3,attack
265,3,168,attack
3,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,3,attack
168,3,146,attack
3,146,265,attack
146,265,146,attack
265,146,168,attack
146,168,3,attack
168,3,146,attack
3,146,3,attack
146,3,265,attack
3,265,146,attack
265,146,168,attack
146,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,3,attack
168,3,168,attack
3,168,4,attack
168,4,265,attack
4,265,168,attack
265,168,265,attack
168,265,265,attack
265,265,265,attack
265,265,168,attack
265,168,4,attack
168,4,3,attack
4,3,265,attack
3,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,3,attack
168,3,3,attack
3,3,3,attack
3,3,168,attack
3,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,146,attack
168,146,168,attack
146,168,3,attack
168,3,265,attack
3,265,4,attack
265,4,168,attack
4,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,3,attack
168,3,168,attack
3,168,4,attack
168,4,19,attack
4,19,4,attack
19,4,168,attack
4,168,3,attack
168,3,265,attack
3,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,146,attack
168,146,3,attack
146,3,168,attack
3,168,146,attack
168,146,3,attack
146,3,3,attack
3,3,168,attack
3,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,3,attack
265,3,265,attack
3,265,3,attack
265,3,265,attack
3,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,3,attack
168,3,168,attack
3,168,3,attack
168,3,168,attack
3,168,3,attack
168,3,265,attack
3,265,3,attack
265,3,3,attack
3,3,146,attack
3,146,146,attack
146,146,168,attack
146,168,168,attack
168,168,168,attack
168,168,3,attack
168,3,146,attack
3,146,265,attack
146,265,168,attack
265,168,3,attack
168,3,168,attack
3,168,265,attack
168,265,3,attack
265,3,265,attack
3,265,265,attack
265,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,146,attack
168,146,168,attack
146,168,3,attack
168,3,265,attack
3,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,146,attack
168,146,168,attack
146,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,265,attack
168,265,146,attack
265,146,168,attack
146,168,265,attack
168,265,265,attack
265,265,146,attack
265,146,3,attack
146,3,3,attack
3,3,168,attack
3,168,168,attack
168,168,3,attack
168,3,265,attack
3,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,3,attack
168,3,265,attack
3,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,3,attack
168,3,265,attack
3,265,168,attack
265,168,3,attack
168,3,168,attack
3,168,3,attack
168,3,146,attack
3,146,265,attack
146,265,168,attack
265,168,146,attack
168,146,168,attack
146,168,168,attack
168,168,168,attack
168,168,146,attack
168,146,3,attack
146,3,168,attack
3,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,146,attack
265,146,265,attack
146,265,168,attack
265,168,3,attack
168,3,168,attack
3,168,3,attack
168,3,3,attack
3,3,146,attack
3,146,265,attack
146,265,146,attack
265,146,265,attack
146,265,265,attack
265,265,265,attack
265,265,168,attack
265,168,3,attack
168,3,168,attack
3,168,168,attack
168,168,3,attack
168,3,168,attack
3,168,3,attack
168,3,146,attack
3,146,265,attack
146,265,265,attack
265,265,265,attack
265,265,168,attack
265,168,265,attack
168,265,3,attack
265,3,3,attack
3,3,265,attack
3,265,146,attack
265,146,3,attack
146,3,168,attack
3,168,265,attack
168,265,265,attack
265,265,265,attack
265,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,3,attack
168,3,3,attack
3,3,168,attack
3,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,265,attack
168,265,3,attack
265,3,168,attack
3,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,265,attack
168,265,265,attack
265,265,265,attack
265,265,3,attack
265,3,168,attack
3,168,3,attack
168,3,3,attack
3,3,265,attack
3,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,265,attack
168,265,146,attack
265,146,168,attack
146,168,3,attack
168,3,265,attack
3,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,3,attack
168,3,265,attack
3,265,265,attack
265,265,265,attack
265,265,168,attack
265,168,146,attack
168,146,168,attack
146,168,168,attack
168,168,168,attack
168,168,146,attack
168,146,168,attack
146,168,168,attack
168,168,168,attack
168,168,146,attack
168,146,168,attack
146,168,3,attack
168,3,265,attack
3,265,4,attack
265,4,168,attack
4,168,3,attack
114,114,114,attack
114,114,114,attack
114,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,114,attack
114,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,162,attack
114,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,162,attack
162,162,114,attack
162,114,114,attack
114,114,162,attack
114,162,162,attack
102,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,102,attack
265,102,265,attack
102,265,102,attack
265,102,168,attack
102,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,102,attack
168,102,265,attack
102,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,102,attack
265,102,168,attack
102,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,265,attack
102,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,265,attack
265,265,265,attack
265,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,265,attack
168,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,265,attack
168,265,265,attack
265,265,265,attack
265,265,265,attack
265,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,102,attack
168,102,168,attack
102,168,168,attack
168,168,265,attack
168,265,168,attack
265,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
168,168,168,attack
146,142,142,attack
142,142,146,attack
142,146,142,attack
146,142,3,attack
142,3,104,attack
3,104,142,attack
104,142,265,attack
142,265,3,attack
265,3,175,attack
3,175,175,attack
175,175,265,attack
175,265,3,attack
265,3,3,attack
3,3,104,attack
3,104,265,attack
104,265,3,attack
265,3,265,attack
3,265,265,attack
265,265,142,attack
265,142,104,attack
142,104,3,attack
104,3,3,attack
3,3,175,attack
3,175,142,attack
175,142,142,attack
142,142,175,attack
142,175,104,attack
175,104,104,attack
104,104,3,attack
104,3,175,attack
3,175,142,attack
175,142,3,attack
142,3,104,attack
3,104,3,attack
104,3,142,attack
3,142,142,attack
142,142,142,attack
142,142,142,attack
142,142,146,attack
142,146,142,attack
146,142,146,attack
142,146,146,attack
146,146,104,attack
146,104,142,attack
104,142,146,attack
142,146,175,attack
146,175,142,attack
175,142,175,attack
142,175,175,attack
175,175,142,attack
175,142,142,attack
142,142,142,attack
142,142,142,attack
142,142,142,attack
142,142,142,attack
142,142,175,attack
142,175,142,attack
175,142,146,attack
142,146,265,attack
146,265,142,attack
265,142,175,attack
142,175,142,attack
175,142,142,attack
142,142,146,attack
142,146,265,attack
146,265,142,attack
265,142,142,attack
142,142,265,attack
142,265,142,attack
265,142,175,attack
142,175,142,attack
175,142,119,attack
142,119,175,attack
119,175,119,attack
175,119,142,attack
119,142,142,attack
142,142,265,attack
142,265,142,attack
265,142,3,attack
142,3,142,attack
3,142,175,attack
142,175,104,attack
175,104,3,attack
104,3,104,attack
3,104,3,attack
104,3,175,attack
3,175,175,attack
175,175,104,attack
175,104,175,attack
104,175,3,attack
175,3,142,attack
3,142,104,attack
142,104,142,attack
104,142,265,attack
142,265,3,attack
265,3,3,attack
3,3,3,attack
3,3,3,attack
3,3,104,attack
3,104,104,attack
104,104,265,attack
104,265,3,attack
265,3,3,attack
3,3,265,attack
3,265,54,attack
265,54,142,attack
54,142,265,attack
142,265,265,attack
265,265,3,attack
265,3,142,attack
3,142,265,attack
142,265,142,attack
265,142,265,attack
142,265,265,attack
265,265,142,attack
265,142,265,attack
142,265,265,attack
265,265,146,attack
265,146,119,attack
146,119,265,attack
119,265,3,attack
265,3,3,attack
3,3,265,attack
3,265,142,attack
265,142,142,attack
142,142,142,attack
142,142,3,attack
142,3,142,attack
3,142,3,attack
142,3,3,attack
3,3,142,attack
3,142,142,attack
142,142,265,attack
142,265,265,attack
265,265,3,attack
265,3,3,attack
3,3,104,attack
3,104,3,attack
104,3,3,attack
3,3,104,attack
3,104,142,attack
104,142,142,attack
142,142,3,attack
142,3,3,attack
3,3,142,attack
3,142,142,attack
142,142,3,attack
142,3,265,attack
3,265,3,attack
265,3,142,attack
3,142,3,attack
142,3,119,attack
3,119,146,attack
119,146,265,attack
146,265,265,attack
265,265,3,attack
265,3,265,attack
3,265,142,attack
265,142,142,attack
142,142,142,attack
142,142,3,attack
142,3,265,attack
3,265,146,attack
265,146,142,attack
146,142,142,attack
142,142,104,attack
142,104,3,attack
104,3,104,attack
3,104,265,attack
104,265,265,attack
265,265,146,attack
265,146,3,attack
146,3,3,attack
3,3,3,attack
3,3,142,attack
3,142,142,attack
142,142,265,attack
142,265,3,attack
265,3,3,attack
3,3,104,attack
3,104,3,attack
104,3,3,attack
3,3,3,attack
3,3,265,attack
3,265,142,attack
265,142,3,attack
142,3,3,attack
3,3,265,attack
3,265,3,attack
265,3,142,attack
3,142,3,attack
142,3,146,attack
3,146,3,attack
146,3,3,attack
3,3,3,attack
3,3,104,attack
3,104,265,attack
104,265,104,attack
265,104,3,attack
104,3,142,attack
3,142,3,attack
142,3,265,attack
3,265,142,attack
265,142,3,attack
142,3,3,attack
3,3,142,attack
3,142,3,attack
142,3,142,attack
3,142,3,attack
142,3,104,attack
3,104,3,attack
104,3,3,attack
3,3,265,attack
3,265,265,attack
265,265,3,attack
265,3,3,attack
3,3,142,attack
3,142,3,attack
142,3,3,attack
3,3,142,attack
3,142,142,attack
142,142,142,attack
142,142,3,attack
142,3,142,attack
3,142,3,attack
142,3,265,attack
3,265,265,attack
265,265,265,attack
265,265,3,attack
265,3,265,attack
3,265,104,attack
265,104,265,attack
104,265,265,attack
265,265,3,attack
265,3,146,attack
3,146,104,attack
146,104,142,attack
104,142,265,attack
142,265,3,attack
265,3,265,attack
3,265,265,attack
265,265,142,attack
265,142,142,attack
142,142,265,attack
142,265,104,attack
265,104,3,attack
104,3,142,attack
3,142,265,attack
142,265,3,attack
265,3,104,attack
3,104,265,attack
104,265,3,attack
265,3,3,attack
3,3,3,attack
3,3,104,attack
3,104,265,attack
104,265,3,attack
265,3,142,attack
3,142,146,attack
142,146,3,attack
146,3,3,attack
3,3,3,attack
3,3,3,attack
3,3,175,attack
3,175,175,attack
175,175,175,attack
175,175,142,attack
175,142,146,attack
142,146,142,attack
146,142,142,attack
142,142,3,attack
142,3,265,attack
3,265,142,attack
265,142,146,attack
142,146,265,attack
146,265,3,attack
265,3,146,attack
3,146,265,attack
146,265,3,attack
265,3,3,attack
3,3,3,attack
3,3,3,attack
3,3,142,attack
3,142,104,attack
142,104,175,attack
104,175,142,attack
175,142,142,attack
142,142,3,attack
142,3,265,attack
3,265,3,attack
265,3,3,attack
3,3,265,attack
3,265,142,attack
265,142,265,attack
142,265,265,attack
265,265,3,attack
265,3,265,attack
3,265,3,attack
265,3,3,attack
3,3,104,attack
3,104,146,attack
104,146,3,attack
146,3,142,attack
3,142,142,attack
142,142,3,attack
142,3,104,attack
3,104,142,attack
104,142,265,attack
142,265,142,attack
265,142,3,attack
142,3,3,attack
3,3,104,attack
3,104,265,attack
104,265,142,attack
265,142,142,attack
142,142,3,attack
142,3,104,attack
3,104,142,attack
104,142,3,attack
142,3,3,attack
3,3,142,attack
3,142,142,attack
142,142,104,attack
142,104,142,attack
104,142,3,attack
142,3,104,attack
3,104,142,attack
104,142,104,attack
142,104,146,attack
104,146,142,attack
146,142,265,attack
142,265,3,attack
265,3,3,attack
3,3,3,attack
3,3,265,attack
3,265,265,attack
265,265,3,attack
265,3,3,attack
3,3,3,attack
3,3,265,attack
3,265,265,attack
265,265,3,attack
265,3,3,attack
3,3,3,attack
3,3,3,attack
3,3,3,attack
3,3,3,attack
3,3,3,attack
3,3,146,attack
3,146,265,attack
146,265,146,attack
265,146,265,attack
146,265,175,attack
265,175,142,attack
175,142,146,attack
142,146,142,attack
146,142,265,attack
142,265,146,attack
265,146,142,attack
146,142,142,attack
142,142,265,attack
142,265,3,attack
265,3,265,attack
3,265,265,attack
265,265,3,attack
265,3,104,attack
3,104,3,attack
104,3,142,attack
3,142,142,attack
142,142,142,attack
142,142,142,attack
142,142,104,attack
142,104,142,attack
104,142,104,attack
142,104,142,attack
104,142,265,attack
142,265,142,attack
265,142,3,attack
142,3,142,attack
3,142,265,attack
142,265,3,attack
265,3,146,attack
3,146,104,attack
146,104,3,attack
104,3,3,attack
3,3,146,attack
3,146,142,attack
146,142,142,attack
142,142,104,attack
142,104,142,attack
104,142,175,attack
142,175,146,attack
175,146,142,attack
146,142,146,attack
142,146,3,attack
146,3,119,attack
3,119,265,attack
119,265,119,attack
265,119,175,attack
119,175,119,attack
175,119,104,attack
119,104,142,attack
104,142,142,attack
142,142,142,attack
142,142,119,attack
142,119,142,attack
119,142,142,attack
142,142,175,attack
142,175,142,attack
175,142,142,attack
142,142,146,attack
142,146,142,attack
146,142,3,attack
142,3,142,attack
3,142,142,attack
142,142,146,attack
142,146,265,attack
146,265,3,attack
265,3,146,attack
3,146,119,attack
146,119,3,attack
119,3,142,attack
3,142,142,attack
142,142,146,attack
142,146,146,attack
146,146,142,attack
146,142,104,attack
142,104,142,attack
104,142,3,attack
142,3,142,attack
3,142,146,attack
142,146,175,attack
146,175,142,attack
175,142,104,attack
142,104,142,attack
104,142,3,attack
142,3,3,attack
3,3,3,attack
3,3,91,attack
3,91,3,attack
91,3,104,attack
3,104,175,attack
104,175,175,attack
175,175,175,attack
175,175,175,attack
175,175,175,attack
175,175,175,attack
175,175,3,attack
175,3,3,attack
3,3,3,attack
3,3,175,attack
3,175,146,attack
175,146,142,attack
146,142,3,attack
142,3,175,attack
3,175,3,attack
175,3,142,attack
3,142,104,attack
142,104,142,attack
104,142,146,attack
142,146,265,attack
146,265,104,attack
265,104,3,attack
104,3,3,attack
175,174,174,attack
174,174,174,attack
174,174,57,attack
174,57,175,attack
57,175,54,attack
175,54,175,attack
54,175,6,attack
175,6,3,attack
6,3,6,attack
3,6,174,attack
6,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,174,attack
174,174,11,attack
174,11,45,attack
11,45,33,attack
45,33,192,attack
33,192,33,attack
192,33,5,attack
33,5,197,attack
5,197,192,attack
197,192,6,attack
192,6,33,attack
6,33,5,attack
33,5,3,attack
5,3,197,attack
3,197,192,attack
197,192,192,attack
192,192,6,attack
192,6,33,attack
6,33,5,attack
33,5,3,attack
5,3,197,attack
3,197,192,attack
197,192,192,attack
192,192,6,attack
192,6,33,attack
6,33,5,attack
33,5,3,attack
5,3,197,attack
3,197,192,attack
197,192,192,attack
192,192,192,attack
192,192,6,attack
192,6,33,attack
6,33,5,attack
33,5,3,attack
5,3,197,attack
3,197,192,attack
197,192,192,attack
192,192,192,attack
192,192,6,attack
192,6,33,attack
6,33,5,attack
33,5,3,attack
5,3,197,attack
3,197,192,attack
197,192,192,attack
192,192,6,attack
192,6,33,attack
6,33,5,attack
33,5,3,attack
5,3,197,attack
3,197,192,attack
197,192,192,attack
192,192,192,attack
192,192,6,attack
192,6,33,attack
6,33,5,attack
33,5,3,attack
5,3,197,attack
3,197,192,attack
197,192,192,attack
192,192,6,attack
192,6,192,attack
6,192,192,attack
192,192,243,attack
192,243,125,attack
243,125,125,attack
125,125,125,attack
125,125,125,attack
125,125,125,attack
125,125,125,attack
125,125,125,attack
125,125,125,attack
125,125,125,attack
125,125,91,attack
125,91,258,attack
91,258,311,attack
258,311,240,attack
311,240,240,attack
240,240,174,attack
240,174,174,attack
174,174,175,attack
174,175,191,attack
